DBN,School_Name,Attn_Pct,Online_Presence,In_Person_Presence,Borough,District_Code,Attn_Date_YMD
18K279,P.S. 279 HERMAN SCHREIBER,91.98,92.76,91.11,BROOKLYN,18,2021-06-02
18K285,I.S. 285 MEYER LEVIN,90.35,88.9,96.52,BROOKLYN,18,2021-06-02
18K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,97.15,98.36,95.03,BROOKLYN,18,2021-06-02
18K563,IT TAKES A VILLAGE ACADEMY,76.62,76.62,,BROOKLYN,18,2021-06-02
18K566,BROOKLYN COMMUNITY HIGH SCHOOL FOR EXCELLENCE AND,60.4,52.98,76.19,BROOKLYN,18,2021-06-02
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,INC,,,BROOKLYN,18,2021-06-02
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,68.69,64.55,100.0,BROOKLYN,18,2021-06-02
18K576,VICTORY COLLEGIATE HIGH SCHOOL,74.25,71.49,83.6,BROOKLYN,18,2021-06-02
18K578,BROOKLYN BRIDGE ACADEMY,63.02,62.71,100.0,BROOKLYN,18,2021-06-02
18K581,"THE MIDDLE SCHOOL OF MEDIA, LAW AND FINE ARTS",85.92,84.41,91.11,BROOKLYN,18,2021-06-02
18K588,MIDDLE SCHOOL FOR ART AND PHILOSOPHY,96.4,95.04,100.0,BROOKLYN,18,2021-06-02
18K617,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDI,71.14,68.81,100.0,BROOKLYN,18,2021-06-02
18K629,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,68.13,67.53,70.0,BROOKLYN,18,2021-06-02
18K633,HIGH SCHOOL FOR MEDICAL PROFESSIONS,83.87,83.16,90.47,BROOKLYN,18,2021-06-02
18K635,OLYMPUS ACADEMY,25,18.86,100.0,BROOKLYN,18,2021-06-02
18K637,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,68.97,65.43,100.0,BROOKLYN,18,2021-06-02
18K642,URBAN ACTION ACADEMY,77.07,84.02,,BROOKLYN,18,2021-06-02
18K673,EAST BROOKLYN COMMUNITY HIGH SCHOOL,44.96,53.65,34.32,BROOKLYN,18,2021-06-02
18K763,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,97.19,98.03,95.14,BROOKLYN,18,2021-06-02
19K007,P.S. 007 ABRAHAM LINCOLN,93.18,93.42,92.67,BROOKLYN,19,2021-06-02
19K013,P.S. 013 ROBERTO CLEMENTE,91.02,90.15,92.7,BROOKLYN,19,2021-06-02
19K065,P.S. 065,93.5,92.2,95.3,BROOKLYN,19,2021-06-02
19K089,P.S. 089 CYPRESS HILLS,95.53,95.85,94.69,BROOKLYN,19,2021-06-02
19K108,P.S. 108 SAL ABBRACCIAMENTO,93.9,93.61,94.57,BROOKLYN,19,2021-06-02
19K149,P.S. 149 DANNY KAYE,100,100.0,,BROOKLYN,19,2021-06-02
19K158,P.S. 158 WARWICK,87.65,86.06,90.85,BROOKLYN,19,2021-06-02
19K159,P.S. 159 ISAAC PITKIN,92.4,94.07,89.43,BROOKLYN,19,2021-06-02
19K171,I.S. 171 ABRAHAM LINCOLN,95.9,95.23,100.0,BROOKLYN,19,2021-06-02
19K190,P.S. 190 SHEFFIELD,87.19,89.38,82.35,BROOKLYN,19,2021-06-02
19K202,P.S. 202 ERNEST S. JENKYNS,99.28,98.85,100.0,BROOKLYN,19,2021-06-02
19K213,P.S. 213 NEW LOTS,90,88.02,92.85,BROOKLYN,19,2021-06-02
19K214,P.S. 214 MICHAEL FRIEDSAM,90.2,90.35,89.65,BROOKLYN,19,2021-06-02
19K218,J.H.S. 218 JAMES P. SINNOTT,INC,,,BROOKLYN,19,2021-06-02
19K224,P.S. 224 HALE A. WOODRUFF,86.8,86.8,,BROOKLYN,19,2021-06-02
19K273,P.S. 273 WORTMAN,85.11,82.22,89.14,BROOKLYN,19,2021-06-02
19K290,P.S. 290 JUAN MOREL CAMPOS,91.45,91.56,91.24,BROOKLYN,19,2021-06-02
19K292,J.H.S. 292 MARGARET S. DOUGLAS,91.44,87.41,97.4,BROOKLYN,19,2021-06-02
19K306,P.S. 306 ETHAN ALLEN,87.41,85.62,89.83,BROOKLYN,19,2021-06-02
19K325,THE FRESH CREEK SCHOOL,92.25,92.72,90.62,BROOKLYN,19,2021-06-02
19K328,P.S. 328 PHYLLIS WHEATLEY,91.55,91.9,91.05,BROOKLYN,19,2021-06-02
19K345,P.S. 345 PATROLMAN ROBERT BOLDEN,91.69,91.5,92.15,BROOKLYN,19,2021-06-02
19K346,P.S. 346 ABE STARK,92.43,92.12,93.08,BROOKLYN,19,2021-06-02
19K364,I.S. 364 GATEWAY,94.28,95.1,92.53,BROOKLYN,19,2021-06-02
19K404,ACADEMY FOR YOUNG WRITERS,79.85,78.63,88.23,BROOKLYN,19,2021-06-02
19K409,EAST NEW YORK FAMILY ACADEMY,86.66,84.28,100.0,BROOKLYN,19,2021-06-02
19K422,SPRING CREEK COMMUNITY SCHOOL,92.51,92.89,90.9,BROOKLYN,19,2021-06-02
19K452,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,89.66,90.56,86.44,BROOKLYN,19,2021-06-02
19K502,FDNY CAPTAIN VERNON A. RICHARD HIGH SCHOOL FOR F,73.49,73.49,,BROOKLYN,19,2021-06-02
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,69.41,69.41,,BROOKLYN,19,2021-06-02
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,83.48,81.72,95.23,BROOKLYN,19,2021-06-02
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHO,64.63,68.27,36.84,BROOKLYN,19,2021-06-02
19K557,BROOKLYN GARDENS ELEMENTARY SCHOOL,92.65,92.41,93.33,BROOKLYN,19,2021-06-02
19K583,MULTICULTURAL HIGH SCHOOL,75.89,75.61,77.77,BROOKLYN,19,2021-06-02
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH S,77.62,77.57,77.84,BROOKLYN,19,2021-06-02
19K618,ACADEMY OF INNOVATIVE TECHNOLOGY,83.82,83.29,87.5,BROOKLYN,19,2021-06-02
19K639,BROOKLYN LAB SCHOOL,79.25,82.44,69.23,BROOKLYN,19,2021-06-02
19K654,VAN SICLEN COMMUNITY MIDDLE SCHOOL,76.12,72.64,87.87,BROOKLYN,19,2021-06-02
19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,85.63,86.98,76.59,BROOKLYN,19,2021-06-02
19K660,W. H. MAXWELL CAREER AND TECHNICAL EDUCATION HIGH,92.92,92.54,100.0,BROOKLYN,19,2021-06-02
19K661,VISTA ACADEMY,96.23,98.19,91.72,BROOKLYN,19,2021-06-02
19K662,LIBERTY AVENUE MIDDLE SCHOOL,83.64,77.83,95.9,BROOKLYN,19,2021-06-02
19K663,SCHOOL OF THE FUTURE BROOKLYN,79.48,76.31,85.36,BROOKLYN,19,2021-06-02
19K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,86,85.23,89.28,BROOKLYN,19,2021-06-02
19K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,82.37,79.81,100.0,BROOKLYN,19,2021-06-02
19K683,SCHOOL FOR CLASSICS HIGH SCHOOL,80.75,81.5,76.92,BROOKLYN,19,2021-06-02
19K760,HIGHLAND PARK COMMUNITY SCHOOL,87.35,87.35,,BROOKLYN,19,2021-06-02
19K764,THE URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTH,79.59,84.07,63.01,BROOKLYN,19,2021-06-02
19K907,LEGACY SCHOOL OF THE ARTS,81.69,80.0,85.71,BROOKLYN,19,2021-06-02
19K938,P.S. 938,87.93,88.46,87.5,BROOKLYN,19,2021-06-02
19K953,THE EAST NEW YORK ARTS AND CIVICS HIGH SCHOOL,100,100.0,,BROOKLYN,19,2021-06-02
20K030,P.S. I.S. 30 MARY WHITE OVINGTON,93.66,93.64,93.69,BROOKLYN,20,2021-06-02
20K048,P.S. 048 MAPLETON,96.44,97.92,94.22,BROOKLYN,20,2021-06-02
20K062,J.H.S. 062 DITMAS,88.37,91.8,76.22,BROOKLYN,20,2021-06-02
20K069,P.S. 69 VINCENT D. GRIPPO SCHOOL,98.54,98.44,99.1,BROOKLYN,20,2021-06-02
20K102,P.S. 102 THE BAYVIEW,93.75,95.48,91.88,BROOKLYN,20,2021-06-02
20K104,P.S. I.S. 104 THE FORT HAMILTON SCHOOL,96.12,96.42,95.47,BROOKLYN,20,2021-06-02
20K105,P.S. 105 THE BLYTHEBOURNE,98.74,99.02,96.21,BROOKLYN,20,2021-06-02
20K112,P.S. 112 LEFFERTS PARK,96.9,97.74,96.05,BROOKLYN,20,2021-06-02
20K127,P.S. 127 MCKINLEY PARK,94,95.89,91.0,BROOKLYN,20,2021-06-02
20K160,P.S. 160 WILLIAM T. SAMPSON,98.51,98.43,99.14,BROOKLYN,20,2021-06-02
20K163,P.S. 163 BATH BEACH,90.64,90.22,92.37,BROOKLYN,20,2021-06-02
20K164,P.S. 164 CAESAR RODNEY,97.13,97.12,97.14,BROOKLYN,20,2021-06-02
20K170,RALPH A. FABRIZIO SCHOOL,96.44,96.56,95.85,BROOKLYN,20,2021-06-02
20K176,P.S. 176 OVINGTON,98.96,98.96,98.93,BROOKLYN,20,2021-06-02
20K179,P.S. 179 KENSINGTON,92.73,92.53,93.0,BROOKLYN,20,2021-06-02
20K180,THE SEEALL ACADEMY,94.51,95.11,92.5,BROOKLYN,20,2021-06-02
20K185,P.S. 185 WALTER KASSENBROCK,92.21,93.13,91.71,BROOKLYN,20,2021-06-02
20K186,P.S. 186 DR. IRVING A GLADSTONE,96.01,97.76,93.47,BROOKLYN,20,2021-06-02
20K187,THE CHRISTA MCAULIFFE SCHOOL I.S. 187,97.67,98.05,94.78,BROOKLYN,20,2021-06-02
20K192,P.S. 192 THE MAGNET SCHOOL FOR MATH AND SCIENCE,92.63,90.93,95.05,BROOKLYN,20,2021-06-02
20K200,P.S. 200 BENSON SCHOOL,93.32,92.85,94.39,BROOKLYN,20,2021-06-02
20K201,J.H.S. 201 THE DYKER HEIGHTS,95.28,96.29,,BROOKLYN,20,2021-06-02
20K204,P.S. 204 VINCE LOMBARDI,97.78,98.98,95.45,BROOKLYN,20,2021-06-02
20K205,P.S. 205 CLARION,96,96.6,94.47,BROOKLYN,20,2021-06-02
20K220,J.H.S. 220 JOHN J. PERSHING,87.68,87.64,87.84,BROOKLYN,20,2021-06-02
20K223,J.H.S. 223 THE MONTAUK,92.85,92.22,95.7,BROOKLYN,20,2021-06-02
20K227,J.H.S. 227 EDWARD B. SHALLOW,93.42,93.66,92.03,BROOKLYN,20,2021-06-02
20K229,P.S. 229 DYKER,96.78,98.28,93.46,BROOKLYN,20,2021-06-02
20K247,P.S. 247 BROOKLYN,96.18,97.96,93.22,BROOKLYN,20,2021-06-02
20K259,J.H.S. 259 WILLIAM MCKINLEY,92.62,91.99,97.86,BROOKLYN,20,2021-06-02
20K264,P.S. 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS,96.82,97.9,95.89,BROOKLYN,20,2021-06-02
20K310,THE SCHOOL FOR FUTURE LEADERS,98.55,99.17,,BROOKLYN,20,2021-06-02
20K445,NEW UTRECHT HIGH SCHOOL,74.66,74.63,78.57,BROOKLYN,20,2021-06-02
20K485,HIGH SCHOOL OF TELECOMMUNICATION ARTS AND TECHNOLO,72.76,72.76,,BROOKLYN,20,2021-06-02
20K490,FORT HAMILTON HIGH SCHOOL,88.84,87.99,92.96,BROOKLYN,20,2021-06-02
20K503,P.S. 503: THE SCHOOL OF DISCOVERY,92.56,91.99,93.09,BROOKLYN,20,2021-06-02
20K505,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL,81,80.88,81.91,BROOKLYN,20,2021-06-02
20K506,P.S. 506: THE SCHOOL OF JOURNALISM TECHNOLOGY,92.83,92.69,93.25,BROOKLYN,20,2021-06-02
20K609,URBAN ASSEMBLY SCHOOL FOR LEADERSHIP AND EMPOWERME,87.5,90.65,72.16,BROOKLYN,20,2021-06-02
20K682,THE ACADEMY OF TALENTED SCHOLARS,93.81,93.95,93.72,BROOKLYN,20,2021-06-02
20K686,BROOKLYN SCHOOL OF INQUIRY,100,100.0,,BROOKLYN,20,2021-06-02
20K748,P.S. 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS,96.46,94.57,98.07,BROOKLYN,20,2021-06-02
20K768,DISTRICT 20 PRE K CENTER,84.68,84.67,84.81,BROOKLYN,20,2021-06-02
20K936,MS 936 ARTS OFF 3RD,91.78,88.67,93.54,BROOKLYN,20,2021-06-02
20K939,SUNSET SCHOOL OF CULTURAL LEARNING,92.06,88.0,94.73,BROOKLYN,20,2021-06-02
20K971,"SCHOOL OF MATH, SCIENCE, AND HEALTHY LIVING",98.05,99.53,90.69,BROOKLYN,20,2021-06-02
21K090,P.S. 90 EDNA COHEN SCHOOL,87.38,84.68,91.62,BROOKLYN,21,2021-06-02
21K095,P.S. 095 THE GRAVESEND,95.95,96.03,95.79,BROOKLYN,21,2021-06-02
21K096,I.S. 096 SETH LOW,81.87,76.03,91.5,BROOKLYN,21,2021-06-02
21K097,P.S. 97 THE HIGHLAWN,97.27,98.35,95.57,BROOKLYN,21,2021-06-02
21K098,I.S. 98 BAY ACADEMY,96.66,95.88,100.0,BROOKLYN,21,2021-06-02
21K099,P.S. 099 ISAAC ASIMOV,84.92,80.78,90.72,BROOKLYN,21,2021-06-02
21K100,P.S. 100 THE CONEY ISLAND SCHOOL,92.63,89.2,95.01,BROOKLYN,21,2021-06-02
21K101,P.S. 101 THE VERRAZANO,97.42,97.23,97.98,BROOKLYN,21,2021-06-02
21K121,P.S. 121 NELSON A. ROCKEFELLER,95.01,96.56,92.3,BROOKLYN,21,2021-06-02
21K128,P.S. 128 BENSONHURST,94.07,93.71,94.41,BROOKLYN,21,2021-06-02
21K153,P.S. 153 HOMECREST,92,87.22,96.96,BROOKLYN,21,2021-06-02
21K177,P.S. 177 THE MARLBORO,92.81,92.4,93.42,BROOKLYN,21,2021-06-02
21K188,P.S. 188 MICHAEL E. BERDY,81.78,81.11,82.7,BROOKLYN,21,2021-06-02
21K199,P.S. 199 FREDERICK WACHTEL,93.09,93.14,93.05,BROOKLYN,21,2021-06-02
21K209,P.S. 209 MARGARET MEAD,95.16,98.11,91.63,BROOKLYN,21,2021-06-02
21K212,P.S. 212 LADY DEBORAH MOODY,95.71,97.26,92.68,BROOKLYN,21,2021-06-02
21K215,P.S. 215 MORRIS H. WEISS,93.96,96.73,89.54,BROOKLYN,21,2021-06-02
21K216,P.S. 216 ARTURO TOSCANINI,89.06,88.54,89.85,BROOKLYN,21,2021-06-02
21K225,P.S. K225 THE EILEEN E. ZAGLIN,82.88,74.04,93.54,BROOKLYN,21,2021-06-02
21K226,P.S. 226 ALFRED DE B. MASON,92.44,91.71,93.2,BROOKLYN,21,2021-06-02
21K228,I.S. 228 DAVID A. BOODY,93.49,92.89,94.64,BROOKLYN,21,2021-06-02
21K238,P.S. 238 ANNE SULLIVAN,93.45,93.2,93.79,BROOKLYN,21,2021-06-02
21K239,MARK TWAIN I.S. 239 FOR THE GIFTED TALENTED,97.65,100.0,91.5,BROOKLYN,21,2021-06-02
21K253,P.S. 253,92.29,91.35,93.84,BROOKLYN,21,2021-06-02
21K281,I.S. 281 JOSEPH B CAVALLARO,88.81,90.16,86.07,BROOKLYN,21,2021-06-02
21K288,P.S. 288 THE SHIRLEY TANYHILL,85.68,88.59,62.29,BROOKLYN,21,2021-06-02
21K303,I.S. 303 HERBERT S. EISENBERG,95.24,94.2,96.4,BROOKLYN,21,2021-06-02
21K329,P.S. 329 SURFSIDE,87.11,86.16,88.72,BROOKLYN,21,2021-06-02
21K337,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,78.19,78.18,78.21,BROOKLYN,21,2021-06-02
21K344,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,78.93,78.33,86.36,BROOKLYN,21,2021-06-02
21K348,HIGH SCHOOL OF SPORTS MANAGEMENT,63.86,63.86,,BROOKLYN,21,2021-06-02
21K410,ABRAHAM LINCOLN HIGH SCHOOL,81.95,81.86,100.0,BROOKLYN,21,2021-06-02
21K468,KINGSBOROUGH EARLY COLLEGE SCHOOL,86.63,87.54,83.11,BROOKLYN,21,2021-06-02
21K525,EDWARD R. MURROW HIGH SCHOOL,83.17,83.17,,BROOKLYN,21,2021-06-02
21K540,JOHN DEWEY HIGH SCHOOL,72.25,72.25,,BROOKLYN,21,2021-06-02
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,79.91,77.37,100.0,BROOKLYN,21,2021-06-02
21K572,LEADERS HIGH SCHOOL,79.38,79.38,,BROOKLYN,21,2021-06-02
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HI,INC,,,BROOKLYN,21,2021-06-02
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,84.18,84.18,,BROOKLYN,21,2021-06-02
21K728,LIBERATION DIPLOMA PLUS,62.63,59.28,100.0,BROOKLYN,21,2021-06-02
21K840,BROOKLYN S DAILY DISCOVERY PRE K CENTER,90.47,86.51,93.38,BROOKLYN,21,2021-06-02
22K014,J.H.S. 014 SHELL BANK,90.03,87.91,95.8,BROOKLYN,22,2021-06-02
22K052,P.S. 052 SHEEPSHEAD BAY,87.9,86.78,89.71,BROOKLYN,22,2021-06-02
22K078,J.H.S. 078 ROY H. MANN,93.19,95.22,89.38,BROOKLYN,22,2021-06-02
22K109,P.S. 109,91.03,89.87,92.89,BROOKLYN,22,2021-06-02
22K119,P.S. 119 AMERSFORT,95.93,95.37,97.87,BROOKLYN,22,2021-06-02
22K134,P.S. K134,94.5,94.89,94.07,BROOKLYN,22,2021-06-02
22K139,P.S. 139 ALEXINE A. FENTY,94.2,93.09,95.35,BROOKLYN,22,2021-06-02
22K152,SCHOOL OF SCIENCE TECHNOLOGY,94.81,93.53,96.22,BROOKLYN,22,2021-06-02
22K193,P.S. 193 GIL HODGES,93.24,92.18,94.55,BROOKLYN,22,2021-06-02
22K194,P.S. 194 RAOUL WALLENBERG,93.13,93.51,92.62,BROOKLYN,22,2021-06-02
22K195,P.S. 195 MANHATTAN BEACH,96.16,94.79,97.24,BROOKLYN,22,2021-06-02
22K197,P.S. 197 THE KINGS HIGHWAY ACADEMY,91.13,89.62,93.95,BROOKLYN,22,2021-06-02
22K198,P.S. 198 BROOKLYN,86.7,88.53,82.65,BROOKLYN,22,2021-06-02
22K203,P.S. 203 FLOYD BENNETT SCHOOL,96.09,96.38,95.5,BROOKLYN,22,2021-06-02
22K206,P.S. 206 JOSEPH F LAMB,96.81,97.34,95.94,BROOKLYN,22,2021-06-02
22K207,P.S. 207 ELIZABETH G. LEARY,96.84,96.72,97.02,BROOKLYN,22,2021-06-02
22K217,P.S. 217 COLONEL DAVID MARCUS SCHOOL,92.91,92.76,93.2,BROOKLYN,22,2021-06-02
22K222,P.S. 222 KATHERINE R. SNYDER,96.44,96.5,96.36,BROOKLYN,22,2021-06-02
22K234,J.H.S. 234 ARTHUR W. CUNNINGHAM,89.13,88.87,90.56,BROOKLYN,22,2021-06-02
22K236,P.S. 236 MILL BASIN,95.47,95.61,95.38,BROOKLYN,22,2021-06-02
22K240,ANDRIES HUDDE,91.58,90.54,93.13,BROOKLYN,22,2021-06-02
22K245,P.S. 245,96.06,93.51,97.94,BROOKLYN,22,2021-06-02
22K251,P.S. 251 PAERDEGAT,100,100.0,,BROOKLYN,22,2021-06-02
22K254,P.S. 254 DAG HAMMARSKJOLD,92.06,94.32,80.73,BROOKLYN,22,2021-06-02
22K255,P.S. 255 BARBARA REING SCHOOL,93.37,93.5,93.25,BROOKLYN,22,2021-06-02
22K277,P.S. 277 GERRITSEN BEACH,94.19,95.41,93.5,BROOKLYN,22,2021-06-02
22K278,J.H.S. 278 MARINE PARK,86.08,85.91,87.02,BROOKLYN,22,2021-06-02
22K312,P.S. 312 BERGEN BEACH,94.49,96.56,91.66,BROOKLYN,22,2021-06-02
22K315,P.S. K315,90.95,89.58,93.08,BROOKLYN,22,2021-06-02
22K326,P.S. 326,95.65,94.73,96.29,BROOKLYN,22,2021-06-02
22K361,P.S. 361 EAST FLATBUSH EARLY CHILDHOOD SCHOOL,91.83,92.87,89.82,BROOKLYN,22,2021-06-02
22K381,I. S. 381,100,100.0,100.0,BROOKLYN,22,2021-06-02
22K405,MIDWOOD HIGH SCHOOL,83.8,83.64,100.0,BROOKLYN,22,2021-06-02
22K425,JAMES MADISON HIGH SCHOOL,88.1,89.66,81.49,BROOKLYN,22,2021-06-02
22K535,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,78.86,77.56,100.0,BROOKLYN,22,2021-06-02
22K555,BROOKLYN COLLEGE ACADEMY,94.95,94.95,,BROOKLYN,22,2021-06-02
22K611,ORIGINS HIGH SCHOOL,40.5,42.8,36.02,BROOKLYN,22,2021-06-02
22K630,PROFESSIONAL PATHWAYS HIGH SCHOOL,60.6,61.94,54.83,BROOKLYN,22,2021-06-02
22K853,THE JOAN SNOW PRE K CENTER,90.73,87.36,93.63,BROOKLYN,22,2021-06-02
22K889,P.S. 889,92.71,91.86,93.16,BROOKLYN,22,2021-06-02
22K890,M.S. 890,93.07,91.39,94.92,BROOKLYN,22,2021-06-02
23K041,P.S. 041 FRANCIS WHITE,96.94,97.32,95.77,BROOKLYN,23,2021-06-02
23K137,P.S. I.S. 137 RACHEL JEAN MITCHELL,83.23,84.81,66.66,BROOKLYN,23,2021-06-02
23K150,P.S. 150 CHRISTOPHER,88.05,86.99,91.66,BROOKLYN,23,2021-06-02
23K155,P.S. I.S. 155 NICHOLAS HERKIMER,85.92,87.4,81.6,BROOKLYN,23,2021-06-02
23K156,P.S. 156 WAVERLY,90.24,90.95,86.95,BROOKLYN,23,2021-06-02
23K165,P.S. 165 IDA POSNER,84.54,82.65,94.59,BROOKLYN,23,2021-06-02
23K178,P.S. 178 SAINT CLAIR MCKELWAY,91.16,83.33,98.62,BROOKLYN,23,2021-06-02
23K184,P.S. 184 NEWPORT,82.67,82.07,86.66,BROOKLYN,23,2021-06-02
23K284,"THE GREGORY JOCKO JACKSON SCHOOL OF SPORTS, ART, A",91.6,100.0,42.1,BROOKLYN,23,2021-06-02
23K298,P.S. 298 DR. BETTY SHABAZZ,99.28,100.0,97.87,BROOKLYN,23,2021-06-02
23K323,P.S. I.S. 323,84.73,84.53,88.46,BROOKLYN,23,2021-06-02
23K327,P.S. 327 DR. ROSE B. ENGLISH,96.53,95.74,98.61,BROOKLYN,23,2021-06-02
23K363,BROWNSVILLE COLLABORATIVE MIDDLE SCHOOL,92.85,93.02,92.15,BROOKLYN,23,2021-06-02
23K392,I.S. 392,95.62,95.39,100.0,BROOKLYN,23,2021-06-02
23K401,CHRISTOPHER AVENUE COMMUNITY SCHOOL,99.65,99.6,100.0,BROOKLYN,23,2021-06-02
23K446,RIVERDALE AVENUE COMMUNITY SCHOOL,95.58,100.0,58.82,BROOKLYN,23,2021-06-02
23K493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,77.53,77.53,,BROOKLYN,23,2021-06-02
23K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,89.39,86.84,92.85,BROOKLYN,23,2021-06-02
23K518,KAPPA V KNOWLEDGE AND POWER PREPARATORY ACADEMY,97.7,96.93,100.0,BROOKLYN,23,2021-06-02
23K522,MOTT HALL IV,97.7,97.58,100.0,BROOKLYN,23,2021-06-02
23K599,BROOKLYN LANDMARK ELEMENTARY SCHOOL,84.9,84.08,96.29,BROOKLYN,23,2021-06-02
23K643,BROOKLYN DEMOCRACY ACADEMY,49.23,46.77,100.0,BROOKLYN,23,2021-06-02
23K644,EAGLE ACADEMY FOR YOUNG MEN II,97.43,97.14,100.0,BROOKLYN,23,2021-06-02
23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,INC,,,BROOKLYN,23,2021-06-02
23K664,BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL BEES,91.95,91.81,92.18,BROOKLYN,23,2021-06-02
23K668,RIVERDALE AVENUE MIDDLE SCHOOL,93.44,93.44,,BROOKLYN,23,2021-06-02
23K671,MOTT HALL BRIDGES ACADEMY,95.45,94.7,100.0,BROOKLYN,23,2021-06-02
23K697,TEACHERS PREPARATORY HIGH SCHOOL,78.7,82.56,69.56,BROOKLYN,23,2021-06-02
24Q005,I.S. 5 THE WALTER CROWLEY INTERMEDIATE SCHOOL,96.78,97.61,94.45,QUEENS,24,2021-06-02
24Q007,P.S. 007 LOUIS F. SIMEONE,94.92,94.66,95.47,QUEENS,24,2021-06-02
24Q012,P.S. 012 JAMES B. COLGATE,97.47,97.94,95.86,QUEENS,24,2021-06-02
24Q013,P.S. 013 CLEMENT C. MOORE,97.8,98.91,96.6,QUEENS,24,2021-06-02
24Q014,P.S. 014 FAIRVIEW,92.56,92.29,93.31,QUEENS,24,2021-06-02
24Q016,P.S. Q016 THE NANCY DEBENEDITTIS SCHOOL,95.12,95.41,94.0,QUEENS,24,2021-06-02
24Q019,P.S. 019 MARINO JEANTET,94.81,94.63,95.36,QUEENS,24,2021-06-02
24Q028,P.S. 28 THE THOMAS EMANUEL EARLY CHILDHOOD CENTE,94.37,93.79,95.26,QUEENS,24,2021-06-02
24Q049,P.S. 049 DOROTHY BONAWIT KOLE,93.64,94.98,90.46,QUEENS,24,2021-06-02
24Q058,P.S. 58 THE SCHOOL OF HEROES,94.52,95.09,93.91,QUEENS,24,2021-06-02
24Q061,I.S. 061 LEONARDO DA VINCI,89.36,86.42,96.3,QUEENS,24,2021-06-02
24Q068,P.S. 068 CAMBRIDGE,90.83,88.75,92.82,QUEENS,24,2021-06-02
24Q071,P.S. 071 FOREST,91.98,86.74,95.83,QUEENS,24,2021-06-02
24Q073,I.S. 73 THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,93.78,94.23,91.99,QUEENS,24,2021-06-02
24Q077,I.S. 077,86.71,85.82,88.66,QUEENS,24,2021-06-02
24Q081,P.S. 81Q JEAN PAUL RICHTER,91.94,92.47,91.07,QUEENS,24,2021-06-02
24Q087,P.S. I.S. 087 MIDDLE VILLAGE,92.02,92.62,90.86,QUEENS,24,2021-06-02
24Q088,P.S. 088 SENECA,92.69,91.44,93.65,QUEENS,24,2021-06-02
24Q089,P.S. 089 ELMHURST,95.67,94.89,96.62,QUEENS,24,2021-06-02
24Q091,P.S. 091 RICHARD ARKWRIGHT,93.07,91.3,94.2,QUEENS,24,2021-06-02
24Q093,I.S. 093 RIDGEWOOD,INC,,,QUEENS,24,2021-06-02
24Q102,P.S. 102 BAYVIEW,97.11,97.54,96.39,QUEENS,24,2021-06-02
24Q110,P.S. 110,94.01,92.65,95.94,QUEENS,24,2021-06-02
24Q113,P.S. I.S. 113 ANTHONY J. PRANZO,98.29,100.0,94.75,QUEENS,24,2021-06-02
24Q119,P.S. I.S. 119 THE GLENDALE,INC,,,QUEENS,24,2021-06-02
24Q125,I.S. 125 THOM J. MCCANN WOODSIDE,76.88,72.22,83.42,QUEENS,24,2021-06-02
24Q128,"P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMEN",100,100.0,100.0,QUEENS,24,2021-06-02
24Q143,P.S. 143 LOUIS ARMSTRONG,82.25,82.5,82.1,QUEENS,24,2021-06-02
24Q153,P.S. 153 MASPETH ELEM,96.09,95.53,96.56,QUEENS,24,2021-06-02
24Q199,P.S. 199 MAURICE A. FITZGERALD,94.71,94.88,94.55,QUEENS,24,2021-06-02
24Q211,ELM TREE ELEMENTARY SCHOOL,91.31,86.98,95.92,QUEENS,24,2021-06-02
