,School Campus,Intervention Type,Scanning Type,School Related,School Hours,Enforcment By,Restraints,Force,Top Charge,SummonsCharge,Classification,Incident Location,Scanning Incident,Greater Than 21,Type Of Force
189,CHRISTOPHER COLUMBUS HS(XE) ,Arrested,Full-Time,N,Y,DB,Yes,N,PETIT LARCENY,,M,Off-Site,N,,
190,CHRISTOPHER COLUMBUS HS(XE) ,Child in Crisis,Full-Time,Y,Y,,Yes,,,,,,,,
191,CITY AS SCHOOL HS (MS),Arrested,Non-Scanning,Y,Y,DB,Yes,N,ROBBERY,,F,Off-Site,N,,
192,CITY AS SCHOOL HS (MS),Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,USE DRUG PARA,,M,On-Site,N,,
193,CLARA BARTON HS(BS) ,Arrested,Full-Time,Y,Y,PATROL,Yes,N,ROBBERY,,F,On-Site,N,,
194,CLARA BARTON HS(BS) ,Arrested,Full-Time,Y,Y,PATROL,Yes,N,FORCIBLE TOUCH,,M,On-Site,N,,
195,CLARA BARTON HS(BS) ,Arrested,Full-Time,N,N,DB,Yes,N,ROBBERY,,F,Off-Site,N,,
196,COBBLE HILL SCHOOL OF AMERICAN STUDIES(BS) ,Summons,Full-Time,Y,Y,PATROL,Yes,N,,DISCON: FIGHTING,V,On-Site,N,,
197,COBBLE HILL SCHOOL OF AMERICAN STUDIES(BS) ,Arrested,Full-Time,N,Y,DB,Yes,N,ROBBERY,,F,Off-Site,N,,
198,Collaborative Arts Middle School(QS),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,V,On-Site,N,,
199,COLLEGIATE INSTITUTE FOR MATH & SCIENCE(XE) ,Summons,Full-Time,Y,Y,SSA,Yes,N,,"IMITATION PISTOL/AIR RIFLE, POSS. OF",V,On-Site,N,,
200,COMMUNITY SCHOOL FOR SOCIAL JUSTICE(XW) ,Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,ASSAULT,,M,On-Site,N,,
201,COMMUNITY SCHOOL FOR SOCIAL JUSTICE(XW) ,Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,ASSAULT,,M,On-Site,N,,
202,CROTONA ACADEMY HS(XW),Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,DISCON: FIGHTING,V,On-Site,N,,
203,CURTIS HS(SI) ,Summons,Non-Scanning,Y,Y,UTF,Yes,N,,HARASSMENT,V,On-Site,N,,
204,CURTIS HS(SI) ,Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,"MARIJUANA, POSSESSION OF",V,On-Site,N,,
205,CURTIS HS(SI) ,Mitigated,Random,Y,Y,SSA,Yes,N,,,,On-Site,N,,
206,CURTIS HS(SI) ,Arrested,Random,Y,Y,SSA,Yes,Y,HARASSMENT,,V,On-Site,N,,
207,CURTIS HS(SI) ,Summons,Random,Y,Y,PATROL,No Restraints,N,,DISORDERLY CONDUCT,V,On-Site,N,,
208,CURTIS HS(SI) ,PINS Warrant,Non-Scanning,Y,Y,PATROL,Yes,N,,,,On-Site,N,,
209,DEWITT CLINTON HS(XW) ,Summons,Full-Time,Y,Y,UTF,No Restraints,N,,DISCON: FIGHTING,V,On-Site,N,,
210,DEWITT CLINTON HS(XW) ,Child in Crisis,Full-Time,Y,Y,,Yes,,,,,,,,
211,DEWITT CLINTON HS(XW) ,Summons,Full-Time,Y,Y,UTF,No Restraints,N,,BOX CUTTER,V,On-Site,Y,,
212,DEWITT CLINTON HS(XW) ,Summons,Full-Time,Y,Y,UTF,No Restraints,N,,BOX CUTTER,V,On-Site,N,,
213,DEWITT CLINTON HS(XW) ,Juvenile Report,Full-Time,Y,Y,PATROL,No Restraints,N,,,V,On-Site,Y,,
214,DEWITT CLINTON HS(XW) ,Juvenile Report,Full-Time,Y,Y,PATROL,No Restraints,N,,,,On-Site,Y,,
215,DEWITT CLINTON HS(XW) ,Summons,Full-Time,Y,Y,UTF,No Restraints,N,,"MARIJUANA, POSSESSION OF",V,On-Site,N,,
216,DEWITT CLINTON HS(XW) ,Arrested,Full-Time,Y,Y,SSA,Yes,N,CRIM POS WEAPON,,M,On-Site,Y,,
217,DEWITT CLINTON HS(XW) ,Summons,Full-Time,Y,Y,SSA,No Restraints,N,,POSS. OF KNIFE,V,On-Site,Y,,
218,DEWITT CLINTON HS(XW) ,Summons,Full-Time,Y,Y,UTF,No Restraints,N,,"MARIJUANA, POSSESSION OF",V,On-Site,N,,
219,DISCOVERY HS(XW),Summons,Full-Time,Y,Y,UTF,No Restraints,N,,POSS. OF KNIFE,V,On-Site,Y,,
220,DR.SUSAN MCKINNEY SECONDARY SCHOOL OF THE ARTS(BN) ,Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,ASSAULT,,M,On-Site,N,,
221,Eagle Academy for Young Men II(BN),Arrested,Non-Scanning,N,N,DB,Yes,N,GRAND LARCENY,,F,Off-Site,N,,
222,EAGLE ACADEMY FOR YOUNG MEN(XW),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,M,On-Site,N,,
223,EAGLE ACADEMY FOR YOUNG MEN(XW),Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,ROBBERY,,F,On-Site,N,,
224,EAGLE ACADEMY FOR YOUNG MEN(XW),Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,POSS. OF KNIFE,V,On-Site,N,,
225,EAGLE ACADEMY FOR YOUNG MEN(XW),Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,RECK ENDANG,,M,On-Site,N,,
226,EAGLE ACADEMY FOR YOUNG MEN(XW),Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,MENACING,,M,On-Site,N,,
227,EAST BRONX ACADEMY FOR THE FUTURE(XE),Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,RESIST ARREST,,M,On-Site,N,,
228,EAST BRONX ACADEMY FOR THE FUTURE(XE),Juvenile Report,Non-Scanning,Y,Y,DOE,No Restraints,N,,,V,On-Site,N,,
229,EAST BRONX ACADEMY FOR THE FUTURE(XE),Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,ASSAULT,,F,Off-Site,N,,
230,EAST BRONX ACADEMY FOR THE FUTURE(XE),Juvenile Report,Non-Scanning,Y,Y,SSA,No Restraints,N,,,V,On-Site,N,,
231,EAST BRONX ACADEMY FOR THE FUTURE(XE),Juvenile Report,Non-Scanning,Y,Y,SSA,No Restraints,N,,,V,On-Site,N,,
232,EAST SIDE COMMUNITY HS(MS) ,Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,ARSON,,F,On-Site,N,,
233,East West School of International Studies(QN),Arrested,Non-Scanning,Y,Y,SSA,Yes,N,CRIM POS WEAPON,,M,On-Site,N,,
234,EBC HS FOR PUBLIC SERVICE BUSHWICK(BN) ,Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,"MARIJUANA, POSSESSION OF",v,On-Site,N,,
235,EBC/ENY HS FOR PUBLIC SAFETY & LAW(BN)  ,Arrested,Full-Time,Y,Y,PATROL,Yes,N,GRAND LARCENY,,F,On-Site,N,,
236,EDWARD R MURROW HS(BS) ,Arrested,Non-Scanning,N,N,DB,Yes,N,CRIM MISCHIEF,,M,Off-Site,N,,
237,EDWARD R MURROW HS(BS) ,Juvenile Report,Non-Scanning,Y,Y,PATROL,Yes,N,,,,On-Site,N,,
238,EDWARD R MURROW HS(BS) ,Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,GRAFFITI,V,On-Site,N,,
239,EDWARD R MURROW HS(BS) ,Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,CPCS,,M,On-Site,N,,
240,EDWARD R MURROW HS(BS) ,Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,CPCS,,F,On-Site,N,,
241,EDWARD R MURROW HS(BS) ,Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,"MARIJUANA, POSSESSION OF",V,On-Site,N,,
242,EDWARD R MURROW HS(BS) ,Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,CPCS,,F,On-Site,N,,
243,EDWARD R MURROW HS(BS) ,Summons,Non-Scanning,N,Y,PATROL,No Restraints,N,,"MARIJUANA, POSSESSION OF",V,On-Site,N,,
244,EDWARD R MURROW HS(BS) ,Summons,Non-Scanning,N,Y,PATROL,No Restraints,N,,DISCON: UNREASONABLE NOISE,V,On-Site,N,,
245,EDWARD R MURROW HS(BS) ,Arrested,Non-Scanning,N,N,DB,Yes,N,ASSAULT,,M,Off-Site,N,,
246,EDWARD R MURROW HS(BS) ,Juvenile Report,Non-Scanning,N,N,DB,No Restraints,N,,,M,Off-Site,N,,
247,EDWARD R MURROW HS(BS) ,Arrested,Non-Scanning,N,N,DB,Yes,N,ASSAULT,,M,Off-Site,N,,
248,ELEANOR ROOSEVELT HS(MN),Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,"MARIJUANA, POSSESSION OF",V,On-Site,N,,
249,Emolior Academy(XW),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,,On-Site,N,,
250,ERASMUS CAMPUS BUSINESS TEC(BS) ,Arrested,Full-Time,Y,Y,PATROL,Yes,N,ASSAULT,,F,On-Site,N,,
251,ERASMUS CAMPUS BUSINESS TEC(BS) ,Arrested,Full-Time,Y,Y,PATROL,Yes,N,ASSAULT,,F,On-Site,N,,
252,ERASMUS CAMPUS BUSINESS TEC(BS) ,Summons,Full-Time,Y,Y,PATROL,Yes,N,,DISCON: REFUSE LAWFUL ORDER,V,On-Site,N,,
253,ERASMUS CAMPUS BUSINESS TEC(BS) ,Summons,Full-Time,Y,Y,PATROL,Yes,N,,DISCON: REFUSE LAWFUL ORDER,V,On-Site,N,,
254,ERASMUS CAMPUS BUSINESS TEC(BS) ,Juvenile Report,Full-Time,Y,Y,PATROL,No Restraints,N,,,V,On-Site,N,,
255,ERASMUS CAMPUS BUSINESS TEC(BS) ,Arrested,Full-Time,Y,Y,PATROL,Yes,N,ASSAULT,,M,On-Site,Y,,
256,ERASMUS CAMPUS BUSINESS TEC(BS) ,Juvenile Report,Full-Time,Y,Y,PATROL,Yes,N,,,,On-Site,N,,
257,ERASMUS CAMPUS BUSINESS TEC(BS) ,Arrested,Full-Time,Y,Y,DB,Yes,N,FORCIBLE TOUCH,,M,On-Site,N,,
258,ERASMUS HALL HS(BS) ,Arrested,Full-Time,Y,Y,DB,Yes,N,ROBBERY,,F,Off-Site,N,,
259,ERASMUS HALL HS(BS) ,Arrested,Full-Time,Y,Y,PATROL,Yes,N,RESIST ARREST,,M,On-Site,N,,
260,Esperanza Preparatory Academy(MN),Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,ROBBERY,,F,Off-Site,N,,
261,Esperanza Preparatory Academy(MN),Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,ROBBERY,,F,Off-Site,N,,
262,EVANDER CHILDS EVENING HS(XE),Arrested,Full-Time,Y,Y,PATROL,Yes,N,ASSAULT,,M,On-Site,N,,
263,EVANDER CHILDS HS GED(XE) ,Summons,Full-Time,Y,Y,UTF,Yes,Y,,DISCON: FIGHTING,V,On-Site,N,,
264,EVANDER CHILDS HS(XE) ,Summons,Full-Time,Y,Y,UTF,No Restraints,N,,POSS. OF KNIFE,V,On-Site,Y,,
265,EVANDER CHILDS HS(XE) ,Child in Crisis,Full-Time,Y,Y,,Yes,,,,,,,,
266,EVANDER CHILDS HS(XE) ,Child in Crisis,Full-Time,Y,Y,,Yes,,,,,,,,
267,EVANDER CHILDS HS(XE) ,Arrested,Full-Time,N,Y,DB,Yes,N,FORCIBLE TOUCH,,M,Off-Site,N,,
268,EVANDER CHILDS HS(XE) ,Summons,Full-Time,Y,Y,UTF,Yes,N,,DISCON: REFUSE LAWFUL ORDER,V,On-Site,N,,
269,EVANDER CHILDS HS(XE) ,Summons,Full-Time,Y,Y,UTF,No Restraints,N,,"MARIJUANA, POSSESSION OF",V,On-Site,Y,,
270,EVANDER CHILDS HS(XE) ,Summons,Full-Time,Y,Y,UTF,No Restraints,N,,"MARIJUANA, POSSESSION OF",V,On-Site,N,,
271,EVANDER CHILDS HS(XE) ,Summons,Full-Time,Y,Y,UTF,No Restraints,N,,"MARIJUANA, POSSESSION OF",V,On-Site,Y,,
272,EVANDER CHILDS HS(XE) ,Summons,Full-Time,Y,Y,UTF,No Restraints,N,,POSS. OF KNIFE,V,On-Site,Y,,
273,EVANDER CHILDS HS(XE) ,Summons,Full-Time,Y,Y,UTF,No Restraints,N,,TRESPASS,V,On-Site,Y,,
274,EVANDER CHILDS HS(XE) ,Summons,Full-Time,Y,Y,UTF,No Restraints,N,,"MARIJUANA, POSSESSION OF",V,On-Site,Y,,
275,EVANDER CHILDS HS(XE) ,Arrested,Full-Time,Y,Y,SSA,Yes,N,CRIM POS WEAPON,,M,On-Site,Y,,
276,EVANDER CHILDS HS(XE) ,Juvenile Report,Non-Scanning,Y,Y,SSA,No Restraints,N,,,V,On-Site,N,,
277,FANNIE LOU HAMER MIDDLE SCHOOL(XE),Juvenile Report,Non-Scanning,Y,Y,SSA,No Restraints,N,,,,On-Site,N,,
278,FANNIE LOU HAMER MIDDLE SCHOOL(XE),Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,"MARIJUANA, POSSESSION OF",V,On-Site,N,,
279,FANNIE LOU HAMMER FREEDOM HS(XE) ,Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,ASSAULT,,F,On-Site,N,,
280,FANNIE LOU HAMMER FREEDOM HS(XE) ,Summons,Random,Y,Y,PATROL,Yes,N,,DISCON: FIGHTING,V,On-Site,N,,
281,FANNIE LOU HAMMER FREEDOM HS(XE) ,Summons,Random,Y,Y,PATROL,No Restraints,N,,DISCON: FIGHTING,V,On-Site,N,,
282,FAR ROCKAWAY HS(QS) ,Arrested,Full-Time,N,Y,PATROL,Yes,N,ASSAULT,,F,Off-Site,N,,
283,FAR ROCKAWAY HS(QS) ,Summons,Full-Time,Y,Y,PATROL,No Restraints,N,,"MARIJUANA, POSSESSION OF",V,On-Site,N,,
284,FAR ROCKAWAY HS(QS) ,Arrested,Full-Time,Y,Y,PATROL,Yes,N,DISCON,,M,On-Site,N,,
285,FAR ROCKAWAY HS(QS) ,Summons,Full-Time,Y,Y,PATROL,Yes,N,,DISCON: REFUSE LAWFUL ORDER,V,On-Site,N,,
286,FAR ROCKAWAY HS(QS) ,Summons,Full-Time,Y,Y,PATROL,Yes,N,,DISCON: CREATE HAZARDOUS CONDITION,V,On-Site,N,,
287,FDNY HS FOR FIRE & LIFE SAFETY(BN),Arrested,Full-Time,Y,Y,UTF,Yes,N,ASSAULT,,M,On-Site,N,,
288,FDNY HS FOR FIRE & LIFE SAFETY(BN),Summons,Full-Time,Y,Y,UTF,No Restraints,N,,DISORDERLY CONDUCT,V,On-Site,N,,
289,FDNY HS FOR FIRE & LIFE SAFETY(BN),Summons,Full-Time,Y,Y,UTF,No Restraints,N,,DISORDERLY CONDUCT,V,On-Site,N,,
290,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW & PUBLIC POLICY(XE),Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,RESIST ARREST,,M,On-Site,N,,
291,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW & PUBLIC POLICY(XE),Arrested,Non-Scanning,Y,Y,PATROL,Yes,Y,RESIST ARREST,,M,On-Site,N,,
292,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW & PUBLIC POLICY(XE),Arrested,Non-Scanning,Y,Y,PATROL,Yes,Y,OBS GOVT ADMIN,,M,On-Site,N,,
293,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW & PUBLIC POLICY(XE),Arrested,Non-Scanning,Y,Y,PATROL,Yes,Y,OBS GOVT ADMIN,,M,On-Site,N,,
294,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW & PUBLIC POLICY(XE),Arrested,Non-Scanning,Y,Y,PATROL,Yes,Y,RESIST ARREST,,M,On-Site,N,,
295,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW & PUBLIC POLICY(XE),Juvenile Report,Non-Scanning,Y,Y,PATROL,Yes,N,,,,On-Site,N,,
296,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW & PUBLIC POLICY(XE),Juvenile Report,Non-Scanning,Y,Y,PATROL,Yes,N,,,,On-Site,N,,
297,FIORELLO H LAGUARDIA HS OF MUSIC ART & PERFORMING ARTS(MN),Juvenile Report,Non-Scanning,Y,Y,SSA,No Restraints,N,,,V,On-Site,N,,
298,FIORELLO H LAGUARDIA HS OF MUSIC ART & PERFORMING ARTS(MN),Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,CPCS,,M,On-Site,N,,
299,FIORELLO H LAGUARDIA HS OF MUSIC ART & PERFORMING ARTS(MN),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,M,On-Site,N,,
300,FLUSHING HS(QN),Arrested,Non-Scanning,Y,Y,SSA,Yes,N,ASSAULT,,F,On-Site,N,,
301,FLUSHING HS(QN),Arrested,Non-Scanning,Y,Y,SSA,Yes,N,ASSAULT,,M,On-Site,N,,
302,FLUSHING HS(QN),Child in Crisis,Random,Y,Y,,Yes,,,,,,,,
303,FORDHAM HS FOR THE ARTS(XW),Mitigated,Full-Time,Y,Y,SSA,Yes,N,,,,On-Site,N,,
304,FORDHAM LEADERSHIP ACADEMY FOR BUSINESS & TECHNOLOGY(XW) ,Mitigated,Full-Time,Y,Y,SSA,Yes,N,,,,On-Site,N,,
305,FOREST HILLS HS(QN),Child in Crisis,Non-Scanning,Y,Y,,Yes,,,,,,,,
306,FOREST HILLS HS(QN),Arrested,Non-Scanning,N,N,DB,Yes,N,ROBBERY,,F,Off-Site,N,,
307,FOREST HILLS HS(QN),Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,ASSAULT,,M,On-Site,N,,
308,FOREST HILLS HS(QN),Arrested,Non-Scanning,Y,Y,DB,Yes,N,ASSAULT,,M,Off-Site,N,,
309,FOREST HILLS HS(QN),Arrested,Non-Scanning,Y,Y,DB,Yes,N,FORCIBLE TOUCH,,M,On-Site,N,,
310,FORT HAMILTON HS(BS) ,PINS Warrant,Non-Scanning,N,Y,PATROL,Yes,N,,,,On-Site,N,,
311,FORT HAMILTON HS(BS) ,Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,PETIT LARCENY,,M,On-Site,N,,
312,FORT HAMILTON HS(BS) ,Arrested,Random,Y,Y,PATROL,Yes,N,PETIT LARCENY,,M,On-Site,N,,
313,FORT HAMILTON HS(BS) ,Juvenile Report,Non-Scanning,Y,Y,SSA,No Restraints,N,,,,On-Site,N,,
314,FORT HAMILTON HS(BS) ,Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,DISORDERLY CONDUCT,V,On-Site,N,,
315,FORT HAMILTON HS(BS) ,Summons,Non-Scanning,Y,Y,PATROL,Yes,N,,"MARIJUANA, POSSESSION OF",V,On-Site,N,,
316,Frances Perkins Academy(BN),Juvenile Report,Full-Time,Y,Y,SSA,No Restraints,N,,,M,On-Site,N,,
317,FRANCIS LEWIS HS(QN) ,Arrested,Non-Scanning,Y,Y,SSA,Yes,N,CPCS,,M,On-Site,N,,
318,FRANCIS LEWIS HS(QN) ,Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,"MARIJUANA, POSSESSION OF",V,On-Site,N,,
319,FRANCIS LEWIS HS(QN) ,Arrested,Non-Scanning,N,Y,PATROL,Yes,N,GRAND LARCENY,,F,Off-Site,N,,
320,FRANKLIN DELANO ROOSEVELT HS(BS) ,Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,POSS. OF KNIFE,V,On-Site,N,,
321,FRANKLIN DELANO ROOSEVELT HS(BS) ,Arrested,Non-Scanning,N,Y,PATROL,Yes,N,ASSAULT,,M,Off-Site,N,,
322,FRANKLIN DELANO ROOSEVELT HS(BS) ,Arrested,Non-Scanning,N,Y,PATROL,Yes,N,ASSAULT,,M,Off-Site,N,,
323,FRANKLIN DELANO ROOSEVELT HS(BS) ,Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,ASSAULT,,M,On-Site,N,,
324,FRANKLIN DELANO ROOSEVELT HS(BS) ,Child in Crisis,Non-Scanning,Y,Y,,Yes,,,,,,,,
325,FRANKLIN K LANE HS(BN),Juvenile Report,Full-Time,Y,Y,SSA,No Restraints,N,,,M,On-Site,Y,,
326,FRANKLIN K LANE HS(BN),Arrested,Full-Time,Y,Y,PATROL,Yes,N,CPCS,,M,On-Site,N,,
327,FRANKLIN K LANE HS(BN),Summons,Full-Time,Y,Y,PATROL,No Restraints,N,,POSS. OF KNIFE,V,On-Site,N,,
328,FRANKLIN K LANE HS(BN),Juvenile Report,Full-Time,N,Y,PATROL,No Restraints,N,,,M,On-Site,Y,,
329,FRANKLIN K LANE HS(BN),Summons,Full-Time,Y,Y,UTF,No Restraints,N,,"FIREWORKS, POSSESS/USE",V,On-Site,Y,,
330,FREDERICK DOUGLASS ACADEMY I(MN) ,Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,ASSAULT,,M,On-Site,N,,
331,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL(XE) ,Arrested,Full-Time,Y,Y,PATROL,Yes,N,ASSAULT,,M,On-Site,N,,
332,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL(XE) ,Arrested,Full-Time,Y,Y,PATROL,Yes,N,ASSAULT,,F,On-Site,N,,
333,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL(XE) ,Arrested,Full-Time,Y,Y,PATROL,Yes,N,PETIT LARCENY,,M,On-Site,N,,
334,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL(BN),Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,OTHER ADMIN CODE,V,On-Site,N,,
335,FREDERICK DOUGLASS ACADEMY V MIDDLE SCHOOL(XW),Juvenile Report,Non-Scanning,N,Y,PATROL,No Restraints,N,,,,On-Site,N,,
336,GEORGE WASHINGTON HS(MN),Arrested,Full-Time,Y,Y,PATROL,Yes,N,CRIM POS WEAPON,,F,On-Site,Y,,
337,GEORGE WASHINGTON HS(MN),Arrested,Non-Scanning,N,Y,DB,Yes,N,CRIM TRESPASS,,M,Off-Site,N,,
338,GEORGE WESTINGHOUSE CAREER & TECHNICAL EDUCATION HS(BN) ,Arrested,Full-Time,Y,Y,PATROL,Yes,N,ASSAULT,,F,On-Site,N,,
339,GEORGE WESTINGHOUSE CAREER & TECHNICAL EDUCATION HS(BN) ,Juvenile Report,Full-Time,Y,Y,SSA,Yes,N,,,,On-Site,N,,
340,GEORGE WESTINGHOUSE CAREER & TECHNICAL EDUCATION HS(BN) ,Juvenile Report,Full-Time,Y,Y,SSA,No Restraints,N,,,M,On-Site,N,,
341,GEORGE WESTINGHOUSE CAREER & TECHNICAL EDUCATION HS(BN) ,Summons,Full-Time,Y,Y,PATROL,Yes,Y,,DISCON: FIGHTING,V,On-Site,N,,
342,GEORGE WESTINGHOUSE CAREER & TECHNICAL EDUCATION HS(BN) ,Summons,Full-Time,Y,Y,PATROL,Yes,N,,DISORDERLY CONDUCT,V,On-Site,N,,
343,GEORGE WESTINGHOUSE CAREER & TECHNICAL EDUCATION HS(BN) ,Summons,Full-Time,Y,Y,PATROL,Yes,N,,DISORDERLY CONDUCT,V,On-Site,N,,
344,GEORGE WESTINGHOUSE CAREER & TECHNICAL EDUCATION HS(BN) ,Summons,Full-Time,Y,Y,PATROL,Yes,N,,DISCON: FIGHTING,V,On-Site,N,,
345,GEORGE WESTINGHOUSE CAREER & TECHNICAL EDUCATION HS(BN) ,Summons,Full-Time,Y,Y,PATROL,No Restraints,N,,DISCON: FIGHTING,V,On-Site,N,,
346,Global Technology Preparatory(MN),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,M,Off-Site,N,,
347,Global Technology Preparatory(MN),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,M,Off-Site,N,,
348,GLOBE SCHOOL FOR ENVIRONMENTAL RESEARCH(XE),Child in Crisis,Full-Time,Y,Y,,Yes,,,,,,,,
349,GLOBE SCHOOL FOR ENVIRONMENTAL RESEARCH(XE),Arrested,Random,Y,Y,PATROL,Yes,N,ASSAULT,,F,On-Site,N,,
350,GLOBE SCHOOL FOR ENVIRONMENTAL RESEARCH(XE),Arrested,Random,Y,Y,PATROL,Yes,N,ASSAULT,,F,On-Site,N,,
351,GLOBE SCHOOL FOR ENVIRONMENTAL RESEARCH(XE),Arrested,Random,Y,Y,PATROL,Yes,N,ASSAULT,,F,On-Site,N,,
352,GRACE  DODGE CAREER & TECHNICAL EDUCATION HS(XW),Arrested,Full-Time,N,N,DB,Yes,N,ROBBERY,,F,Off-Site,N,,
353,GRACE  DODGE CAREER & TECHNICAL EDUCATION HS(XW),Arrested,Full-Time,Y,Y,PATROL,Yes,N,ASSAULT,,M,On-Site,N,,
354,GRACE  DODGE CAREER & TECHNICAL EDUCATION HS(XW),Arrested,Full-Time,Y,Y,PATROL,Yes,N,ASSAULT,,M,On-Site,N,,
355,GRACE  DODGE CAREER & TECHNICAL EDUCATION HS(XW),Summons,Full-Time,Y,Y,PATROL,Yes,N,,DISCON: FIGHTING,V,On-Site,N,,
356,GRACE  DODGE CAREER & TECHNICAL EDUCATION HS(XW),Arrested,Full-Time,Y,Y,PATROL,Yes,N,ASSAULT,,M,On-Site,N,,
357,GRACE  DODGE CAREER & TECHNICAL EDUCATION HS(XW),Arrested,Full-Time,Y,Y,PATROL,Yes,N,ASSAULT,,M,On-Site,N,,
358,Grammercy Arts HS(MS),Juvenile Report,Full-Time,Y,Y,SSA,No Restraints,N,,,V,On-Site,Y,,
359,Grand Street Campus(BN) ,Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,TERRORISTIC THREAT,,F,On-Site,N,,
360,Grand Street Campus(BN) ,Summons,Unannounced,Y,Y,UTF,No Restraints,N,,"MARIJUANA, POSSESSION OF",V,On-Site,Y,,
361,Grand Street Campus(BN) ,Arrested,Non-Scanning,Y,Y,SSA,Yes,N,ASSAULT,,M,On-Site,N,,
362,Grand Street Campus(BN) ,Arrested,Non-Scanning,Y,Y,SSA,Yes,N,ASSAULT,,M,On-Site,N,,
363,Grand Street Campus(BN) ,Arrested,Non-Scanning,Y,Y,SSA,Yes,N,ASSAULT,,M,On-Site,N,,
364,Grand Street Campus(BN) ,Arrested,Non-Scanning,Y,Y,SSA,Yes,N,ASSAULT,,M,On-Site,N,,
365,Grand Street Campus(BN) ,Arrested,Non-Scanning,Y,Y,SSA,Yes,N,ASSAULT,,M,On-Site,N,,
366,Grand Street Campus(BN) ,Summons,Unannounced,Y,Y,UTF,No Restraints,N,,OTHER ADMIN CODE,V,On-Site,Y,,
367,Grand Street Campus(BN) ,Summons,Unannounced,Y,Y,UTF,Yes,Y,,DISCON: CREATE HAZARDOUS CONDITION,V,On-Site,Y,,
368,Grand Street Campus(BN) ,Summons,Unannounced,Y,Y,UTF,Yes,N,,DISCON: FIGHTING,V,On-Site,N,,
369,Grand Street Campus(BN) ,Summons,Unannounced,Y,Y,UTF,Yes,N,,DISCON: FIGHTING,V,On-Site,N,,
370,Grand Street Campus(BN) ,Arrested,Non-Scanning,Y,Y,SSA,Yes,Y,ASSAULT,,F,On-Site,N,,
371,Grand Street Campus(BN) ,Summons,Unannounced,Y,Y,UTF,No Restraints,N,,BOX CUTTER,V,On-Site,Y,,
372,Grand Street Campus(BN) ,Summons,Unannounced,Y,Y,UTF,No Restraints,N,,"MARIJUANA, POSSESSION OF",V,On-Site,Y,,
373,GROVER CLEVELAND HS(QN) ,Arrested,Full-Time,Y,Y,SSA,Yes,N,ASSAULT,,M,On-Site,N,,
