Geographical District Code,Building Code,ATS System Code,Location Name,Primary Address,City,Zip,Service
31,R460,31R460,Susan E. Wagner High School,1200 MANOR ROAD,STATEN ISLAND,10314,Prevention Intervention Program MH
31,R440,31R605,Staten Island Technical High School,485 CLAWSON STREET,STATEN ISLAND,10306,School Mental Health Specialist Program
31,R861,31R861,Staten Island School of Civic Leadership,280 REGIS DRIVE,STATEN ISLAND,10314,School Mental Health Specialist Program
32,K045,32K045,P.S./I.S. 045 Horace E. Greene,84 SCHAEFER STREET,BROOKLYN,11207,School Mental Health Specialist Program
32,K116,32K116,P.S. 116 Elizabeth L Farrell,515 KNICKERBOCKER AVENUE,BROOKLYN,11237,School-based Mental Health Clinic
32,K145,32K145,P.S. 145 Andrew Jackson,100 NOLL STREET,BROOKLYN,11206,School-based Mental Health Clinic
32,K162,32K162,J.H.S. 162 The Willoughby,1390 Willoughby Avenue,Brooklyn,11237,School Mental Health Specialist Program
32,K480,32K168,The Brooklyn School for Math and Research,400 IRVING AVENUE,BROOKLYN,11237,Community School MH
32,K274,32K274,P.S. 274 Kosciusko,800 BUSHWICK AVENUE,BROOKLYN,11221,School-based Mental Health Clinic
32,K291,32K291,J.H.S. 291 Roland Hayes,231 PALMETTO STREET,BROOKLYN,11221,Community School MH
32,K111,32K347,I.S. 347 School of Humanities,35 STARR STREET,BROOKLYN,11221,School-based Mental Health Clinic
32,K111,32K349,"I.S. 349 Math, Science & Tech.",35 STARR STREET,BROOKLYN,11221,Community School MH
32,K377,32K377,P.S. 377 Alejandrina B. De Gautier,200 WOODBINE STREET,BROOKLYN,11221,School-based Mental Health Clinic
32,K383,32K383,J.H.S. 383 Philippa Schuyler,1300 GREENE AVENUE,BROOKLYN,11237,School Mental Health Specialist Program
32,K384,32K384,P.S. /I.S. 384 Frances E. Carter,242 COOPER STREET,BROOKLYN,11207,School Mental Health Specialist Program
32,K480,32K403,Academy for Excellence in Leadership,400 IRVING AVENUE,BROOKLYN,11237,Community School MH
32,K913,32K545,EBC High School for Public Service - Bushwick,1155 DEKALB AVENUE,BROOKLYN,11221,School Mental Health Specialist Program
32,K480,32K549,The Brooklyn School for Social Justice,400 IRVING AVENUE,BROOKLYN,11237,Community School MH
32,K480,32K552,The Academy of Urban Planning and Engineering,400 IRVING AVENUE,BROOKLYN,11237,Community School MH
32,K554,32K554,All City Leadership Secondary School,321 Palmetto Street,Brooklyn,11237,School Mental Health Specialist Program
32,K296,32K562,Evergreen Middle School for Urban Exploration,125 COVERT STREET,BROOKLYN,11207,School Mental Health Specialist Program
32,K291,32K564,Bushwick Community High School,231 PALMETTO STREET,BROOKLYN,11221,School-based Mental Health Clinic
15,K088,75K053,P.S. K053,544 7TH AVENUE,BROOKLYN,11215,School-based Mental Health Clinic
13,K258,75K140,P.S. K140,141 MACON STREET,BROOKLYN,11216,H+H School
14,K033,75K368,P.S. 368,70 Tompkins Avenue,Brooklyn,11206,H+H School
13,K085,75K753,P.S. K753 - School for Career Development,510 CLERMONT AVENUE,BROOKLYN,11238,H+H School
2,M169,75M169,P.S. M169 - Robert F. Kennedy,110 EAST 88 STREET,MANHATTAN,10128,School-based Mental Health Clinic
7,X184,75X017,P.S. X017,778 FOREST AVENUE,BRONX,10456,School-based Mental Health Clinic
11,X455,75X176,P.S. X176,750 BAYCHESTER AVENUE,BRONX,10475,School-based Health Center w/ Mental Health
14,K071,84K037,Beginning with Children Charter School II,215 HEYWARD STREET,BROOKLYN,11206,School-based Health Center w/ Mental Health
15,K293,84K129,Success Academy Charter School - Cobble Hill,284 BALTIC STREET,BROOKLYN,11201,School-based Health Center w/ Mental Health
17,K390,84K357,KIPP AMP Charter School,1224 PARK PLACE,BROOKLYN,11213,School-based Mental Health Clinic
19,K013,84K358,Achievement First East New York Charter School,557 PENNSYLVANIA AVENUE,BROOKLYN,11207,School-based Mental Health Clinic
18,K114,84K379,Explore Excel Charter School,1077 REMSEN AVENUE,BROOKLYN,11236,School-based Mental Health Clinic
13,K067,84K536,Community Roots Charter School,51 SAINT EDWARDS STREET,BROOKLYN,11205,School-based Mental Health Clinic
18,K252,84K608,Kings Collegiate Charter School,1084 LENOX ROAD,BROOKLYN,11212,School-based Mental Health Clinic
16,K324,84K648,Bedford Stuyvesant Collegiate Charter School,800 GATES AVENUE,BROOKLYN,11221,School-based Mental Health Clinic
16,K324,84K649,La Cima Charter School,800 GATES AVENUE,BROOKLYN,11221,School-based Mental Health Clinic
15,KAGI,84K707,Brooklyn Prospect Charter School,3002 FORT HAMILTON PARKWAY,BROOKLYN,11218,School-based Mental Health Clinic
32,K291,84K733,"Math, Engineering, and Science Academy Charter High School",231 PALMETTO STREET,BROOKLYN,11221,School-based Mental Health Clinic
22,K495,84K738,New Visions Charter High School for Advanced Math and Science III,3000 AVENUE X,BROOKLYN,11235,School-based Health Center w/ Mental Health
22,K495,84K739,New Visions Charter High School for the Humanities III,3000 AVENUE X,BROOKLYN,11235,School-based Health Center w/ Mental Health
32,K377,84K784,Achievement First North Brooklyn Prep Charter School,200 WOODBINE STREET,BROOKLYN,11221,School-based Mental Health Clinic
13,KBEQ,84K879,Brooklyn Prospect Charter School Downtown,1104 FULTON STREET,BROOKLYN,11238,School-based Mental Health Clinic
16,K057,84K892,Brooklyn Emerging Leaders Academy Charter School,125 STUYVESANT AVENUE,BROOKLYN,11221,School-based Mental Health Clinic
15,KAGI,84K928,Brooklyn Prospect Charter School 15.2,3002 FORT HAMILTON PARKWAY,BROOKLYN,11218,School-based Mental Health Clinic
5,M154,84M065,Democracy Prep Endurance Charter School,250 WEST 127 STREET,MANHATTAN,10027,School-based Mental Health Clinic
6,M090,84M068,KIPP NYC Washington Heights Academy Charter School,21 JUMEL PLACE,MANHATTAN,10032,School-based Health Center w/ Mental Health
1,M056,84M080,Manhattan Charter School II,220 HENRY STREET,MANHATTAN,10002,School-based Health Center w/ Mental Health
4,M013,84M168,East Harlem Scholars Academy Charter School II,1573 MADISON AVENUE,MANHATTAN,10029,School-based Mental Health Clinic
2,M460,84M174,Success Academy Charter School - Union Square,40 IRVING PLACE,MANHATTAN,10003,School-based Health Center w/ Mental Health
2,MBNS,84M263,New York City Charter School of the Arts,26 Broadway,MANHATTAN,10004,School-based Mental Health Clinic
5,M908,84M284,Harlem Children's Zone Promise Academy 1 Charter School,245 West 129th Street,NEW YORK,10027,School-based Health Center w/ Mental Health
1,M142,84M320,Manhattan Charter School,100 ATTORNEY STREET,MANHATTAN,10002,School-based Mental Health Clinic
3,M208,84M329,Harlem Link Charter School,21 WEST 111 STREET,MANHATTAN,10026,School-based Mental Health Clinic
1,M188,84M330,Girls Preparatory Charter School of New York,442 EAST HOUSTON STREET,NEW YORK,10002,School-based Health Center w/ Mental Health
4,M045,84M335,Harlem Village Academy East Charter School,2351 FIRST AVENUE,MANHATTAN,10035,School-based Health Center w/ Mental Health
6,M164,84M338,WHIN Music Community Charter School,401 WEST 164 STREET,MANHATTAN,10032,School-based Health Center w/ Mental Health
5,MANO,84M341,Harlem Children's Zone Promise Academy II Charter School,35 EAST 125TH STREET,MANHATTAN,10035,School-based Health Center w/ Mental Health
3,M149,84M351,Success Academy Charter School - Harlem 1,34 WEST 118 STREET,MANHATTAN,10026,School-based Mental Health Clinic
5,M123,84M482,Success Academy Charter School - Harlem 5,301 WEST 140 STREET,MANHATTAN,10030,School-based Mental Health Clinic
4,MBMC,84M518,East Harlem Scholars Academy Charter School,2050 Second Avenue,MANHATTAN,10029,School-based Mental Health Clinic
2,MBDF,84M522,Broome Street Academy Charter School,121 AVENUE OF THE AMERICAS,MANHATTAN,10013,Community School MH
3,M470,84M523,Success Academy Charter School - Upper West,145 WEST 84 STREET,MANHATTAN,10024,School-based Health Center w/ Mental Health
27,Q400,84Q320,New Visions Charter High School for Advanced Math and Science IV,156-10 BAISLEY BOULEVARD,QUEENS,11434,School-based Health Center w/ Mental Health
27,Q410,84Q373,New Visions Charter High School for the Humanities IV,100-00 BEACH CHANNEL DRIVE,QUEENS,11694,School-based Mental Health Clinic
27,Q053,84Q375,Success Academy Charter School - Far Rockaway,10-45 NAMEOKE STREET,QUEENS,11691,School-based Health Center w/ Mental Health
12,X401,84X200,New Visions A.I.M. Charter High School II,1010 REV. J. A. POLITE AVENUE,BRONX,10459,School-based Health Center w/ Mental Health
8,X650,84X202,New Visions Charter High School for Advanced Math and Science II,900 TINTON AVENUE,BRONX,10456,School-based Health Center w/ Mental Health
12,X116,84X346,South Bronx Classical Charter School,977 FOX STREET,BRONX,10459,School-based Health Center w/ Mental Health
7,X154,84X364,South Bronx Classical Charter School II,333 EAST 135 STREET,BRONX,10454,School-based Mental Health Clinic
9,X145,84X380,Success Academy Charter School - Bronx 3,1000 TELLER AVENUE,BRONX,10456,School-based Health Center w/ Mental Health
7,X162,84X393,University Prep Charter High School,600 SAINT ANN'S AVENUE,BRONX,10455,School-based Health Center w/ Mental Health
8,X131,84X464,Success Academy Charter School - Bronx 4 - New York 2,885 BOLTON AVENUE,BRONX,10473,School-based Mental Health Clinic
12,X158,84X482,Dr. Richard Izquierdo Health and Science Charter School,800 HOME STREET,BRONX,10456,School-based Health Center w/ Mental Health
9,XAJG,84X486,Rosalyn Yalow Charter School,116-118 EAST 169 STREET,BRONX,10456,School-based Mental Health Clinic
7,X065,84X491,Academic Leadership Charter School,677 EAST 141 STREET,BRONX,10454,School-based Mental Health Clinic
9,X055,84X494,Success Academy Charter School - Bronx 2,450 SAINT PAUL'S PLACE,BRONX,10456,School-based Health Center w/ Mental Health
10,X475,84X539,New Visions Charter High School for Advanced Math and Science,99 TERRACE VIEW AVENUE,BRONX,10463,School-based Health Center w/ Mental Health
10,X475,84X553,New Visions Charter High School for the Humanities,99 TERRACE VIEW AVENUE,BRONX,10463,School-based Health Center w/ Mental Health
7,X790,84X581,South Bronx Community Charter School,730 CONCOURSE VILLAGE WEST,BRONX,10451,School-based Health Center w/ Mental Health
12,X198,84X587,NYC Autism Charter School Bronx,1180 TINTON AVENUE,BRONX,10456,School-based Health Center w/ Mental Health
12,X420,84X597,Urban Assembly Charter School for Computer Science,1300 BOYNTON AVENUE,BRONX,10472,School-based Health Center w/ Mental Health
10,X045,84X617,KIPP Bronx III Charter School,2502 LORILLARD PLACE,BRONX,10458,School-based Health Center w/ Mental Health
7,X151,84X704,KIPP Academy Charter School,250 EAST 156 STREET,BRONX,10451,School-based Health Center w/ Mental Health
